202;s;1991 Bruxelles (BEL);Sylvie ;Rouanet;;France;Swimming;400m Freestyle (girl);gold;Time (ms);00:04:33:600;1
203;s;1991 Bruxelles (BEL);Cristina Elena;Vintilia;;Romania;Swimming;400m Freestyle (girl);silver;Time (ms);00:04:33:940;2
204;s;1991 Bruxelles (BEL);Emma ;Olsson;;Sweden;Swimming;400m Freestyle (girl);bronze;Time (ms);00:04:41:480;3
205;s;1991 Bruxelles (BEL);;;France;France;Swimming;4x100m Freestyle Relay (boys);gold;Time (ms);00:03:41:450;1
206;s;1991 Bruxelles (BEL);;;Great Britain;Great Britain;Swimming;4x100m Freestyle Relay (boys);silver;Time (ms);00:03:41:630;2
207;s;1991 Bruxelles (BEL);;;Sweden;Sweden;Swimming;4x100m Freestyle Relay (boys);bronze;Time (ms);00:03:45:630;3
208;s;1991 Bruxelles (BEL);;;Sweden;Sweden;Swimming;4x100m Freestyle Relay (girl);gold;Time (ms);00:04:06:980;1
209;s;1991 Bruxelles (BEL);;;Great Britain;Great Britain;Swimming;4x100m Freestyle Relay (girl);silver;Time (ms);00:04:07:400;2
210;s;1991 Bruxelles (BEL);;;Italy;Italy;Swimming;4x100m Freestyle Relay (girl);bronze;Time (ms);00:04:13:180;3
211;s;1991 Bruxelles (BEL);;;Italy;Italy;Swimming;4x100m Medley Relay (boys);gold;Time (ms);00:04:05:580;1
212;s;1991 Bruxelles (BEL);;;France;France;Swimming;4x100m Medley Relay (boys);silver;Time (ms);00:04:06:840;2
213;s;1991 Bruxelles (BEL);;;Spain;Spain;Swimming;4x100m Medley Relay (boys);bronze;Time (ms);00:04:07:800;3
214;s;1991 Bruxelles (BEL);;;France;France;Swimming;4x100m Medley Relay (girl);gold;Time (ms);00:04:38:240;1
215;s;1991 Bruxelles (BEL);;;URSS;URSS;Swimming;4x100m Medley Relay (girl);silver;Time (ms);00:04:41:570;2
216;s;1991 Bruxelles (BEL);;;Great Britain;Great Britain;Swimming;4x100m Medley Relay (girl);bronze;Time (ms);00:04:42:610;3
217;s;1991 Bruxelles (BEL);M.;Hromec;TCH;TCH;Tennis;Singles (boys);gold;;;1
218;s;1991 Bruxelles (BEL);Giannandrea ;Gallo;;Italy;Tennis;Singles (boys);silver;;;2
219;s;1991 Bruxelles (BEL);Ivo ;Heuberger;;Switzerland;Tennis;Singles (boys);bronze;;;3
220;s;1991 Bruxelles (BEL);Sara ;Ventura;;Italy;Tennis;Singles (girl);gold;;;1
221;s;1991 Bruxelles (BEL);Alicia ;Ortuno;;Spain;Tennis;Singles (girl);silver;;;2
222;s;1991 Bruxelles (BEL);Laurence ;Courtois;;Belgium;Tennis;Singles (girl);bronze;;;3
223;w;1993 Aosta (ITA);Unkown;Unkown;;Switzerland;Alpine Skiing;Giant Slalom (boys);gold;Time (ms);00:01:41:790;1
224;w;1993 Aosta (ITA);Drago ;Grubelnik;;Switzerland;Alpine Skiing;Giant Slalom (boys);silver;Time (ms);00:01:42:330;2
225;w;1993 Aosta (ITA);S.;Sahnovsky;;Italy;Alpine Skiing;Giant Slalom (boys);bronze;Time (ms);00:01:42:460;3
